Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomePerPerson,PitchEffectiveness,FamilySize,IsFrequentTraveller,ProdTaken
25.0,1,3,19.0,3,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17096.0,8548.0,9.0,3.0,0,0
36.0,1,1,8.0,3,1,3,3.0,0,3.0,2,5.0,0,5,1,0.0,1,17519.0,5839.67,15.0,3.0,1,0
49.0,1,1,7.0,2,1,4,5.0,3,3.0,2,2.0,1,5,0,3.0,3,24059.0,6014.75,25.0,7.0,0,1
45.0,0,3,8.0,1,1,4,4.0,0,3.0,1,5.0,0,3,1,2.0,1,26656.0,6664.0,12.0,6.0,1,1
42.0,0,1,27.0,3,0,2,3.0,1,3.0,1,3.0,0,1,0,0.0,2,20265.0,10132.5,3.0,2.0,0,0
40.0,1,1,7.0,3,0,4,4.0,0,3.0,1,2.0,0,3,1,1.0,1,20910.0,5227.5,12.0,5.0,0,0
36.0,1,3,14.0,2,1,4,4.0,0,3.0,0,3.0,0,3,1,1.0,1,21082.0,5270.5,12.0,5.0,0,0
35.0,1,1,34.0,3,0,4,4.0,0,4.0,2,4.0,0,3,1,1.0,1,20989.0,5247.25,12.0,5.0,1,0
36.0,1,3,25.0,3,1,4,4.0,1,5.0,1,2.0,0,3,0,1.0,2,20822.0,5205.5,12.0,5.0,0,0
55.0,1,1,8.0,1,1,3,4.0,0,3.0,1,1.0,0,5,0,0.0,1,17662.0,5887.33,20.0,3.0,0,0
35.0,0,1,24.0,1,1,3,5.0,0,3.0,1,2.0,1,5,1,2.0,1,27178.0,9059.33,25.0,5.0,0,1
41.0,0,3,10.0,3,1,2,3.0,1,4.0,2,2.0,0,3,1,0.0,2,24355.0,12177.5,9.0,2.0,0,1
34.0,1,1,15.0,3,0,2,4.0,3,4.0,2,2.0,0,1,1,0.0,3,23621.0,11810.5,4.0,2.0,0,0
37.0,0,1,15.0,2,0,4,2.0,3,5.0,1,2.0,0,3,0,2.0,3,30391.0,7597.75,6.0,6.0,0,0
27.0,1,3,11.0,3,1,3,5.0,1,3.0,2,3.0,1,1,1,1.0,2,24506.0,8168.67,5.0,4.0,0,1
27.0,0,1,7.0,3,0,4,5.0,0,3.0,1,3.0,0,2,1,1.0,1,20685.0,5171.25,10.0,5.0,0,0
61.0,1,1,7.0,3,1,4,6.0,3,3.0,1,5.0,0,5,0,1.0,3,29561.0,7390.25,30.0,5.0,1,0
29.0,1,3,9.0,3,0,3,3.0,1,3.0,1,2.0,0,1,0,0.0,2,20561.0,6853.67,3.0,3.0,0,0
30.0,1,3,33.0,3,1,2,3.0,1,3.0,1,1.0,0,3,1,0.0,2,20304.0,10152.0,9.0,2.0,0,0
48.0,0,3,16.0,2,1,3,6.0,4,3.0,1,2.0,0,5,1,2.0,0,31614.0,10538.0,30.0,5.0,0,1
34.0,1,3,15.0,3,1,3,4.0,1,3.0,1,2.0,0,1,0,1.0,2,25782.0,8594.0,4.0,4.0,0,0
48.0,1,3,9.0,3,0,3,4.0,1,3.0,0,2.0,1,2,1,1.0,2,23215.0,7738.33,8.0,4.0,0,0
30.0,1,1,23.0,3,0,3,3.0,3,5.0,0,2.0,1,4,0,2.0,3,26916.0,8972.0,12.0,5.0,0,0
28.0,1,1,22.0,3,1,3,1.0,1,5.0,2,1.0,0,5,0,1.0,2,20661.0,6887.0,5.0,4.0,0,0
29.0,1,1,24.0,3,1,2,4.0,0,3.0,2,2.0,1,3,0,0.0,1,17389.0,8694.5,12.0,2.0,0,1
55.0,0,1,7.0,2,0,3,4.0,3,3.0,1,2.0,0,5,1,2.0,3,29180.0,9726.67,20.0,5.0,0,0
45.0,1,1,13.0,2,1,2,3.0,3,5.0,1,3.0,0,3,0,0.0,3,24724.0,12362.0,9.0,2.0,0,0
31.0,0,1,21.0,3,1,3,3.0,0,3.0,1,2.0,0,4,1,0.0,1,17610.0,5870.0,12.0,3.0,0,1
39.0,1,1,7.0,2,0,3,4.0,0,5.0,2,5.0,0,2,1,2.0,1,21297.0,7099.0,8.0,5.0,1,0
31.0,1,3,35.0,3,0,3,4.0,1,3.0,1,2.0,0,3,1,0.0,2,20468.0,6822.67,12.0,3.0,0,0
33.0,1,1,11.0,2,0,4,5.0,1,3.0,1,3.0,0,4,1,2.0,2,24840.0,6210.0,20.0,6.0,0,0
39.0,1,3,10.0,2,1,4,4.0,3,3.0,1,2.0,0,2,1,2.0,3,29287.0,7321.75,8.0,6.0,0,0
43.0,1,1,7.0,2,0,4,4.0,0,5.0,1,5.0,0,3,0,3.0,1,21254.0,5313.5,12.0,7.0,1,0
29.0,1,1,9.0,3,1,3,4.0,3,3.0,1,2.0,0,1,0,2.0,3,26935.0,8978.33,4.0,5.0,0,0
43.0,1,1,13.0,3,1,3,4.0,3,5.0,1,2.0,0,3,1,1.0,3,32026.0,10675.33,12.0,4.0,0,0
58.0,1,1,29.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17372.0,8686.0,9.0,3.0,0,0
39.0,1,3,17.0,2,0,4,4.0,1,3.0,1,3.0,0,4,0,3.0,2,24021.0,6005.25,16.0,7.0,0,0
59.0,0,1,9.0,2,1,3,5.0,0,3.0,1,2.0,1,2,0,1.0,1,21058.0,7019.33,10.0,4.0,0,1
28.0,1,1,6.0,2,1,3,4.0,0,3.0,1,2.0,0,4,0,1.0,1,16563.0,5521.0,16.0,4.0,0,0
43.0,1,1,13.0,2,0,2,3.0,3,5.0,1,1.0,0,5,1,0.0,3,24985.0,12492.5,15.0,2.0,0,0
59.0,0,2,8.0,2,0,2,4.0,2,3.0,1,1.0,0,1,0,1.0,4,33844.0,16922.0,4.0,3.0,0,0
32.0,1,1,27.0,2,1,3,4.0,1,3.0,1,3.0,0,5,0,1.0,2,22875.0,7625.0,20.0,4.0,0,0
43.0,1,1,15.0,2,1,3,4.0,0,3.0,2,6.0,0,1,1,2.0,1,22646.0,7548.67,4.0,5.0,1,0
26.0,1,3,11.0,3,1,3,5.0,1,5.0,0,3.0,0,3,1,2.0,2,22934.0,7644.67,15.0,5.0,0,0
39.0,1,1,10.0,1,0,3,4.0,1,3.0,2,5.0,1,5,0,1.0,2,4678.0,1559.33,20.0,4.0,1,0
36.0,1,1,12.0,1,1,4,4.0,3,4.0,2,2.0,0,3,0,1.0,3,26773.0,6693.25,12.0,5.0,0,0
22.0,1,1,10.0,3,1,4,5.0,0,3.0,2,3.0,0,5,1,2.0,1,21908.0,5477.0,25.0,6.0,0,0
59.0,0,1,7.0,2,1,3,6.0,1,3.0,1,4.0,1,2,1,2.0,2,24338.0,8112.67,12.0,5.0,1,0
41.0,0,3,35.0,2,1,3,6.0,3,5.0,1,5.0,0,5,1,1.0,3,29610.0,9870.0,30.0,4.0,1,0
21.0,1,1,9.0,3,1,3,4.0,0,3.0,2,2.0,0,5,1,1.0,1,18230.0,6076.67,20.0,4.0,0,0
46.0,1,3,11.0,2,0,2,4.0,1,5.0,1,6.0,1,4,0,1.0,2,23684.0,11842.0,16.0,3.0,1,0
34.0,1,1,9.0,2,0,3,4.0,0,5.0,0,2.0,0,3,1,1.0,1,21385.0,7128.33,12.0,4.0,0,1
42.0,1,3,27.0,3,0,4,4.0,0,4.0,2,3.0,1,4,0,2.0,1,21818.0,5454.5,16.0,6.0,0,1
24.0,0,1,15.0,3,1,2,3.0,0,5.0,2,3.0,1,3,0,1.0,1,18172.0,9086.0,9.0,3.0,0,1
26.0,1,1,7.0,1,1,3,4.0,0,3.0,0,6.0,0,5,1,2.0,1,21907.0,7302.33,20.0,5.0,1,0
40.0,0,3,27.0,2,1,3,4.0,1,3.0,1,4.0,0,3,1,1.0,2,22805.0,7601.67,12.0,4.0,1,0
39.0,1,3,12.0,3,1,2,1.0,3,3.0,1,3.0,0,4,1,1.0,3,23237.0,11618.5,4.0,3.0,0,0
37.0,1,1,11.0,3,1,3,3.0,1,3.0,1,1.0,0,3,1,2.0,2,21347.0,7115.67,9.0,5.0,0,0
34.0,1,1,14.0,2,0,2,3.0,1,5.0,1,4.0,0,5,1,0.0,2,20121.0,10060.5,15.0,2.0,1,0
30.0,1,1,8.0,3,0,2,4.0,1,3.0,2,6.0,1,2,1,1.0,2,21877.0,10938.5,8.0,3.0,1,0
34.0,0,3,17.0,3,1,3,5.0,1,3.0,2,5.0,0,3,1,1.0,2,23360.0,7786.67,15.0,4.0,1,0
30.0,1,1,34.0,3,0,4,4.0,1,3.0,1,6.0,0,1,0,2.0,2,23013.0,5753.25,4.0,6.0,1,0
36.0,1,3,35.0,2,0,4,5.0,0,3.0,1,2.0,0,4,1,3.0,1,21108.0,5277.0,20.0,7.0,0,0
42.0,1,3,11.0,3,1,2,3.0,2,3.0,1,7.0,0,4,0,1.0,4,33303.0,16651.5,12.0,3.0,1,0
36.0,1,1,8.0,3,1,3,3.0,0,3.0,2,5.0,0,5,1,1.0,1,17519.0,5839.67,15.0,4.0,1,0
43.0,1,3,15.0,3,0,2,5.0,1,3.0,2,1.0,0,2,1,1.0,2,20346.0,10173.0,10.0,3.0,0,1
52.0,1,2,12.0,2,1,3,4.0,4,4.0,1,3.0,1,3,1,2.0,0,32704.0,10901.33,12.0,5.0,0,0
26.0,0,2,23.0,2,0,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0,8870.5,15.0,3.0,0,1
37.0,0,3,15.0,1,1,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23757.0,7919.0,12.0,4.0,1,0
31.0,1,1,14.0,2,0,2,4.0,0,4.0,2,2.0,0,4,0,1.0,1,16261.0,8130.5,16.0,3.0,0,1
37.0,1,1,13.0,3,1,3,4.0,1,4.0,1,8.0,0,4,1,2.0,2,23619.0,7873.0,16.0,5.0,1,0
26.0,1,1,29.0,2,0,2,3.0,0,3.0,1,2.0,0,3,0,0.0,1,17886.0,8943.0,9.0,2.0,0,0
45.0,0,3,15.0,2,0,3,4.0,1,3.0,0,2.0,0,3,0,0.0,2,20593.0,6864.33,12.0,3.0,0,0
49.0,0,3,14.0,3,0,4,4.0,0,3.0,1,4.0,1,4,1,2.0,1,21333.0,5333.25,16.0,6.0,1,1
21.0,1,3,11.0,3,1,2,3.0,0,5.0,2,2.0,1,1,1,0.0,1,17380.0,8690.0,3.0,2.0,0,0
38.0,1,3,8.0,2,0,2,3.0,1,5.0,1,4.0,0,4,0,1.0,2,21893.0,10946.5,12.0,3.0,1,0
42.0,1,2,8.0,1,1,2,3.0,0,3.0,1,1.0,1,4,1,0.0,1,17696.0,8848.0,12.0,2.0,0,0
28.0,1,1,13.0,2,1,3,5.0,0,3.0,1,3.0,0,1,1,2.0,1,21217.0,7072.33,5.0,5.0,0,0
43.0,1,1,9.0,3,0,3,5.0,0,5.0,1,2.0,1,4,1,2.0,1,21271.0,7090.33,20.0,5.0,0,0
55.0,0,1,8.0,3,1,2,4.0,4,5.0,2,1.0,0,3,1,1.0,0,31756.0,15878.0,12.0,3.0,0,0
37.0,0,3,7.0,3,0,3,4.0,1,3.0,2,6.0,0,2,1,2.0,2,25331.0,8443.67,8.0,5.0,1,0
48.0,1,3,21.0,3,1,3,4.0,1,5.0,2,4.0,0,1,1,2.0,2,23638.0,7879.33,4.0,5.0,1,0
33.0,1,1,9.0,3,0,4,2.0,1,3.0,2,2.0,0,3,0,1.0,2,23733.0,5933.25,6.0,5.0,0,0
33.0,1,1,16.0,2,0,4,4.0,1,3.0,1,3.0,1,5,1,3.0,2,25000.0,6250.0,20.0,7.0,0,0
31.0,1,1,31.0,2,1,4,4.0,0,3.0,1,3.0,0,3,1,3.0,1,21371.0,5342.75,12.0,7.0,0,0
51.0,1,3,15.0,3,1,3,4.0,0,4.0,1,2.0,0,1,0,2.0,1,22553.0,7517.67,4.0,5.0,0,0
33.0,1,1,13.0,2,1,3,4.0,0,3.0,2,5.0,0,1,0,2.0,1,21716.0,7238.67,4.0,5.0,1,0
51.0,0,3,19.0,3,0,4,4.0,3,3.0,2,6.0,0,5,0,1.0,3,27886.0,6971.5,20.0,5.0,1,0
43.0,1,1,10.0,2,0,4,2.0,1,3.0,0,4.0,1,5,0,1.0,2,23909.0,5977.25,10.0,5.0,1,0
18.0,1,1,9.0,3,1,2,3.0,0,3.0,2,2.0,0,4,1,0.0,1,16420.0,8210.0,12.0,2.0,0,1
32.0,1,1,7.0,3,1,3,4.0,0,4.0,2,3.0,0,3,0,1.0,1,21179.0,7059.67,12.0,4.0,0,0
40.0,1,1,17.0,3,1,4,4.0,1,5.0,1,4.0,0,5,1,3.0,2,24055.0,6013.75,20.0,7.0,1,0
31.0,1,1,6.0,3,1,2,3.0,0,4.0,2,2.0,0,3,0,0.0,1,17501.0,8750.5,9.0,2.0,0,0
41.0,0,1,33.0,3,0,3,4.0,1,4.0,1,3.0,0,1,0,2.0,2,24283.0,8094.33,4.0,5.0,0,0
33.0,0,1,14.0,2,1,4,3.0,0,4.0,0,3.0,0,2,0,2.0,1,21472.0,5368.0,6.0,6.0,0,0
39.0,0,1,10.0,2,1,3,4.0,0,3.0,1,5.0,0,3,1,1.0,1,21499.0,7166.33,12.0,4.0,1,0
43.0,0,1,26.0,3,1,3,3.0,0,3.0,1,8.0,1,3,1,2.0,1,21437.0,7145.67,9.0,5.0,1,1
45.0,1,1,8.0,2,0,3,4.0,0,3.0,2,2.0,0,3,1,0.0,1,17274.0,5758.0,12.0,3.0,0,0
26.0,1,3,35.0,2,1,3,5.0,1,3.0,0,4.0,0,4,0,1.0,2,27317.0,9105.67,20.0,4.0,1,0
26.0,1,1,12.0,2,0,2,4.0,0,4.0,1,2.0,0,3,1,1.0,1,17368.0,8684.0,12.0,3.0,0,0
33.0,0,3,18.0,2,1,3,2.0,1,3.0,1,2.0,0,3,1,1.0,2,23385.0,7795.0,6.0,4.0,0,1
40.0,0,1,32.0,2,1,4,4.0,3,3.0,0,5.0,0,1,0,1.0,3,29598.0,7399.5,4.0,5.0,1,0
38.0,0,1,12.0,3,0,3,5.0,1,3.0,1,1.0,1,1,0,2.0,2,20329.0,6776.33,5.0,5.0,0,0
55.0,1,3,6.0,2,1,3,3.0,3,3.0,0,4.0,0,2,0,1.0,3,25239.0,8413.0,6.0,4.0,1,0
38.0,1,1,17.0,2,0,3,2.0,3,3.0,1,3.0,1,1,0,2.0,3,32422.0,10807.33,2.0,5.0,0,0
18.0,0,1,11.0,2,1,3,3.0,0,3.0,2,2.0,0,2,1,1.0,1,16051.0,5350.33,6.0,4.0,0,0
40.0,1,1,7.0,2,0,4,5.0,4,3.0,0,3.0,0,3,0,2.0,0,31420.0,7855.0,15.0,6.0,0,0
35.0,1,1,9.0,2,1,4,5.0,0,3.0,1,5.0,0,5,1,3.0,1,21446.0,5361.5,25.0,7.0,1,0
49.0,1,1,24.0,2,1,2,4.0,2,3.0,1,2.0,1,3,0,1.0,4,34502.0,17251.0,12.0,3.0,0,0
37.0,1,1,16.0,2,0,2,1.0,3,3.0,1,2.0,1,1,0,1.0,3,28744.0,14372.0,1.0,3.0,0,0
47.0,1,1,14.0,3,1,4,4.0,3,3.0,1,8.0,0,1,1,2.0,3,29523.0,7380.75,4.0,6.0,1,0
32.0,1,1,12.0,1,1,3,4.0,0,3.0,1,2.0,1,4,1,1.0,1,23499.0,7833.0,16.0,4.0,0,0
52.0,1,1,10.0,3,0,4,4.0,4,4.0,2,5.0,0,5,1,2.0,0,32412.0,8103.0,20.0,6.0,1,0
43.0,0,3,19.0,2,1,3,4.0,4,5.0,2,2.0,1,5,1,2.0,0,32436.0,10812.0,20.0,5.0,0,1
32.0,0,3,27.0,3,0,3,4.0,1,3.0,0,3.0,0,2,1,1.0,2,25610.0,8536.67,8.0,4.0,0,0
30.0,1,1,30.0,2,1,3,2.0,0,3.0,1,3.0,0,1,1,2.0,1,21378.0,7126.0,2.0,5.0,0,0
33.0,1,1,16.0,3,0,3,4.0,0,5.0,2,2.0,0,4,1,2.0,1,22878.0,7626.0,16.0,5.0,0,1
41.0,0,1,16.0,3,0,3,4.0,3,3.0,2,2.0,0,4,0,1.0,3,32177.0,10725.67,16.0,4.0,0,0
35.0,0,1,14.0,2,1,4,6.0,1,3.0,2,3.0,1,5,1,1.0,2,24752.0,6188.0,30.0,5.0,0,1
40.0,1,1,6.0,2,0,2,3.0,1,3.0,1,5.0,0,3,0,1.0,2,21513.0,10756.5,9.0,3.0,1,0
36.0,1,1,18.0,3,1,3,4.0,0,3.0,1,2.0,1,5,0,1.0,1,21338.0,7112.67,20.0,4.0,0,0
36.0,1,1,29.0,2,1,3,6.0,0,3.0,2,2.0,0,4,1,2.0,1,22908.0,7636.0,24.0,5.0,0,0
42.0,1,3,7.0,2,0,4,4.0,1,3.0,2,2.0,1,2,1,1.0,2,24671.0,6167.75,8.0,5.0,0,1
35.0,1,1,13.0,2,1,2,3.0,3,3.0,2,4.0,0,3,0,0.0,3,25221.0,12610.5,9.0,2.0,1,0
53.0,1,1,13.0,3,0,2,3.0,2,3.0,1,4.0,0,1,1,1.0,4,33606.0,16803.0,3.0,3.0,1,0
27.0,0,1,7.0,2,0,3,4.0,1,4.0,1,3.0,0,5,1,2.0,2,25075.0,8358.33,20.0,5.0,0,0
30.0,1,1,28.0,2,0,2,3.0,0,3.0,0,5.0,1,2,0,1.0,1,17132.0,8566.0,6.0,3.0,1,1
26.0,1,3,6.0,2,1,2,3.0,1,3.0,0,2.0,0,5,1,0.0,2,20296.0,10148.0,15.0,2.0,0,0
38.0,1,3,9.0,2,1,2,3.0,1,3.0,2,1.0,1,3,1,0.0,2,21861.0,10930.5,9.0,2.0,0,0
36.0,1,1,12.0,2,0,2,1.0,0,3.0,1,4.0,0,1,0,0.0,1,18038.0,9019.0,1.0,2.0,1,0
36.0,0,1,14.0,2,0,3,2.0,3,5.0,0,1.0,0,3,0,0.0,3,26713.0,8904.33,6.0,3.0,0,0
30.0,1,1,30.0,2,1,3,3.0,0,3.0,1,2.0,0,3,1,2.0,1,17693.0,5897.67,9.0,5.0,0,0
31.0,0,1,16.0,3,1,4,4.0,1,5.0,1,3.0,0,2,0,2.0,2,21750.0,5437.5,8.0,6.0,0,0
27.0,0,2,24.0,2,0,3,4.0,0,3.0,1,2.0,1,5,0,2.0,1,21419.0,7139.67,20.0,5.0,0,1
29.0,1,1,9.0,2,1,4,4.0,0,3.0,2,4.0,0,4,1,2.0,1,22163.0,5540.75,16.0,6.0,1,1
36.0,1,1,23.0,3,1,3,2.0,0,4.0,1,2.0,0,4,1,2.0,1,21104.0,7034.67,8.0,5.0,0,0
38.0,1,1,21.0,2,0,4,4.0,0,5.0,1,3.0,0,4,1,1.0,1,21712.0,5428.0,16.0,5.0,0,0
35.0,0,3,13.0,3,0,3,6.0,0,3.0,1,2.0,0,4,1,2.0,1,21029.0,7009.67,24.0,5.0,0,1
30.0,1,3,13.0,3,1,2,3.0,0,4.0,2,1.0,0,1,0,0.0,1,17983.0,8991.5,3.0,2.0,0,0
37.0,1,3,9.0,2,1,2,3.0,3,3.0,2,3.0,0,3,0,1.0,3,22428.0,11214.0,9.0,3.0,0,0
21.0,1,1,18.0,3,0,4,5.0,0,5.0,2,3.0,1,3,0,2.0,1,21278.0,5319.5,15.0,6.0,0,1
27.0,1,1,7.0,2,0,3,5.0,0,3.0,1,3.0,1,4,0,1.0,1,21611.0,7203.67,20.0,4.0,0,0
38.0,1,3,16.0,3,1,3,5.0,1,4.0,1,3.0,0,4,0,2.0,2,22867.0,7622.33,20.0,5.0,0,0
35.0,1,3,21.0,3,1,2,5.0,1,3.0,1,7.0,1,1,1,1.0,2,20440.0,10220.0,5.0,3.0,1,1
27.0,0,1,7.0,2,0,4,6.0,0,3.0,1,5.0,0,4,1,3.0,1,23042.0,5760.5,24.0,7.0,1,0
29.0,0,3,14.0,2,1,3,4.0,1,5.0,2,2.0,0,3,1,2.0,2,23576.0,7858.67,12.0,5.0,0,0
25.0,1,3,14.0,2,0,2,3.0,1,3.0,1,1.0,1,1,1,1.0,2,19907.0,9953.5,3.0,3.0,0,0
50.0,0,3,6.0,2,1,3,3.0,1,3.0,1,1.0,0,3,1,1.0,2,21728.0,7242.67,9.0,4.0,0,1
32.0,0,1,9.0,2,0,2,3.0,0,3.0,2,2.0,0,4,1,0.0,1,21209.0,10604.5,12.0,2.0,0,1
37.0,1,1,11.0,3,1,3,3.0,1,3.0,1,1.0,0,3,0,0.0,2,21347.0,7115.67,9.0,3.0,0,0
21.0,0,3,24.0,3,0,3,3.0,1,3.0,1,1.0,1,5,0,1.0,2,17625.0,5875.0,15.0,4.0,0,1
52.0,1,3,21.0,2,0,3,4.0,1,3.0,0,6.0,0,3,0,2.0,2,23614.0,7871.33,12.0,5.0,1,0
35.0,0,3,13.0,3,0,3,6.0,0,3.0,1,2.0,0,4,0,2.0,1,21029.0,7009.67,24.0,5.0,0,1
34.0,0,3,29.0,3,1,4,4.0,1,4.0,0,2.0,0,2,0,2.0,2,24824.0,6206.0,8.0,6.0,0,0
42.0,1,1,14.0,1,0,3,2.0,0,3.0,0,3.0,0,3,1,2.0,1,22054.0,7351.33,6.0,5.0,0,0
52.0,1,1,10.0,2,0,1,3.0,4,3.0,0,3.0,0,5,1,0.0,0,31555.0,31555.0,15.0,1.0,0,0
39.0,0,1,19.0,2,1,3,5.0,1,5.0,1,4.0,0,5,1,1.0,2,24966.0,8322.0,25.0,4.0,1,0
31.0,1,1,7.0,3,1,4,4.0,0,4.0,1,3.0,0,5,0,2.0,1,22426.0,5606.5,20.0,6.0,0,0
42.0,0,3,17.0,2,1,3,4.0,1,3.0,2,2.0,0,1,0,2.0,2,24908.0,8302.67,4.0,5.0,0,0
43.0,1,2,9.0,1,1,3,4.0,0,3.0,1,2.0,1,4,1,2.0,1,21374.0,7124.67,16.0,5.0,0,0
56.0,0,1,9.0,2,1,4,4.0,3,4.0,1,5.0,0,1,0,2.0,3,29654.0,7413.5,4.0,6.0,1,0
32.0,1,1,12.0,1,1,3,4.0,0,3.0,0,2.0,1,4,0,2.0,1,23499.0,7833.0,16.0,5.0,0,0
51.0,0,1,14.0,2,1,2,5.0,3,3.0,2,3.0,0,2,0,1.0,3,25650.0,12825.0,10.0,3.0,0,1
39.0,0,3,27.0,2,0,2,5.0,1,3.0,1,7.0,0,5,0,0.0,2,20736.0,10368.0,25.0,2.0,1,0
44.0,0,1,11.0,2,1,2,4.0,0,3.0,2,4.0,0,1,0,1.0,1,18162.0,9081.0,4.0,3.0,1,0
39.0,1,1,25.0,3,1,3,6.0,1,3.0,1,5.0,1,5,0,2.0,2,24489.0,8163.0,30.0,5.0,1,0
28.0,1,1,16.0,3,0,3,4.0,0,4.0,2,3.0,0,3,1,1.0,1,20957.0,6985.67,12.0,4.0,0,0
32.0,0,3,14.0,3,0,4,4.0,3,5.0,1,4.0,0,1,1,3.0,3,28315.0,7078.75,4.0,7.0,1,0
33.0,1,3,7.0,3,0,3,4.0,3,3.0,1,3.0,0,5,1,1.0,3,29100.0,9700.0,20.0,4.0,0,0
29.0,1,1,13.0,2,1,2,3.0,1,3.0,1,2.0,1,3,0,0.0,2,21623.0,10811.5,9.0,2.0,0,0
28.0,1,3,9.0,3,1,3,4.0,0,5.0,1,2.0,0,5,0,2.0,1,21719.0,7239.67,20.0,5.0,0,1
40.0,1,1,7.0,3,1,3,2.0,3,3.0,1,2.0,0,3,1,1.0,3,28291.0,9430.33,6.0,4.0,0,0
46.0,1,1,36.0,3,1,3,4.0,0,3.0,2,7.0,0,1,1,1.0,1,22130.0,7376.67,4.0,4.0,1,0
31.0,0,1,30.0,2,1,4,6.0,0,3.0,1,3.0,0,3,0,1.0,1,21291.0,5322.75,18.0,5.0,0,0
46.0,0,3,11.0,3,1,3,3.0,1,3.0,2,5.0,1,5,1,1.0,2,20772.0,6924.0,15.0,4.0,1,0
34.0,1,1,25.0,3,1,3,3.0,0,3.0,1,1.0,0,3,0,0.0,1,17661.0,5887.0,9.0,3.0,0,0
32.0,0,1,21.0,3,0,2,3.0,1,3.0,1,6.0,0,3,0,1.0,2,21667.0,10833.5,9.0,3.0,1,0
34.0,0,1,9.0,2,1,2,3.0,1,3.0,2,1.0,0,1,1,0.0,2,22756.0,11378.0,3.0,2.0,0,0
53.0,1,3,8.0,3,1,2,3.0,4,3.0,1,7.0,0,3,1,0.0,0,29852.0,14926.0,9.0,2.0,1,0
52.0,0,3,9.0,3,1,3,4.0,3,4.0,0,4.0,0,4,0,1.0,3,29274.0,9758.0,16.0,4.0,1,0
41.0,1,1,9.0,2,1,3,5.0,0,3.0,2,4.0,0,5,0,2.0,1,21487.0,7162.33,25.0,5.0,1,0
48.0,1,3,9.0,2,0,4,5.0,0,3.0,2,3.0,1,2,1,1.0,1,21972.0,5493.0,10.0,5.0,0,0
32.0,0,1,12.0,3,1,4,4.0,1,5.0,2,2.0,0,1,0,3.0,2,28614.0,7153.5,4.0,7.0,0,0
24.0,1,1,11.0,3,1,3,3.0,0,5.0,0,4.0,0,4,0,2.0,1,21497.0,7165.67,12.0,5.0,1,0
40.0,1,3,16.0,3,1,3,4.0,3,4.0,1,3.0,0,4,0,0.0,3,24705.0,8235.0,16.0,3.0,0,0
33.0,1,1,10.0,3,0,2,4.0,0,4.0,1,7.0,0,4,0,1.0,1,17622.0,8811.0,16.0,3.0,1,0
46.0,1,3,16.0,2,0,3,3.0,3,4.0,1,6.0,0,1,0,2.0,3,22314.0,7438.0,3.0,5.0,1,1
50.0,0,3,18.0,2,1,2,3.0,1,3.0,2,4.0,1,3,1,1.0,2,31880.0,15940.0,9.0,3.0,1,1
51.0,1,1,13.0,3,1,2,4.0,1,3.0,1,3.0,0,3,1,1.0,2,21132.0,10566.0,12.0,3.0,0,0
33.0,0,1,7.0,2,1,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,20992.0,5248.0,20.0,5.0,0,0
33.0,1,1,7.0,3,1,3,4.0,1,3.0,0,3.0,1,4,1,1.0,2,24840.0,8280.0,16.0,4.0,0,0
31.0,1,2,24.0,2,1,2,1.0,0,5.0,1,1.0,0,1,1,0.0,1,17956.0,8978.0,1.0,2.0,0,1
57.0,1,1,30.0,2,1,2,1.0,3,3.0,1,4.0,1,4,1,0.0,3,24439.0,12219.5,4.0,2.0,1,0
24.0,1,1,11.0,3,1,3,2.0,0,5.0,1,4.0,0,4,0,2.0,1,21497.0,7165.67,8.0,5.0,1,0
55.0,1,1,8.0,2,0,3,3.0,4,3.0,2,3.0,1,5,0,1.0,0,31659.0,10553.0,15.0,4.0,0,0
50.0,1,1,15.0,2,0,3,4.0,3,4.0,0,6.0,0,4,0,1.0,3,26081.0,8693.67,16.0,4.0,1,0
26.0,1,3,10.0,3,1,2,4.0,1,3.0,2,2.0,1,1,1,0.0,2,20828.0,10414.0,4.0,2.0,0,1
43.0,0,1,35.0,1,0,3,5.0,1,3.0,1,2.0,0,3,0,2.0,2,23201.0,7733.67,15.0,5.0,0,0
38.0,1,1,35.0,3,1,3,3.0,1,5.0,1,1.0,1,3,1,2.0,2,21673.0,7224.33,9.0,5.0,0,1
55.0,1,1,15.0,2,0,3,4.0,1,3.0,2,2.0,0,2,1,1.0,2,22458.0,7486.0,8.0,4.0,0,0
39.0,0,1,9.0,2,1,3,4.0,0,3.0,0,3.0,1,5,1,2.0,1,20380.0,6793.33,20.0,5.0,0,0
22.0,1,3,14.0,3,1,3,4.0,0,4.0,2,3.0,0,5,1,2.0,1,21357.0,7119.0,20.0,5.0,0,1
46.0,1,1,8.0,2,1,2,3.0,4,3.0,1,7.0,0,5,1,0.0,0,32861.0,16430.5,15.0,2.0,1,0
